algorithm,text_1,text_2,text_1_size,text_2_size,time,space
dp,gift_of_the_magi,raven,10,140,60303,5369856
dpopt,gift_of_the_magi,raven,10,140,52493,5369856
memo,gift_of_the_magi,raven,10,150,605471,5627904
dp,gift_of_the_magi,raven,10,150,62437,5369856
dpopt,gift_of_the_magi,raven,10,150,54859,5369856
memo,gift_of_the_magi,raven,10,160,633354,5627904
dp,gift_of_the_magi,raven,10,160,65842,5369856
dpopt,gift_of_the_magi,raven,10,160,58881,5369856
memo,gift_of_the_magi,raven,10,170,666174,5627904
dp,gift_of_the_magi,raven,10,170,66313,5369856
dpopt,gift_of_the_magi,raven,10,170,57730,5369856
memo,gift_of_the_magi,raven,10,180,705044,5627904
dp,gift_of_the_magi,raven,10,180,71390,5369856
dpopt,gift_of_the_magi,raven,10,180,60044,5369856
memo,gift_of_the_magi,raven,10,190,746659,5627904
dp,gift_of_the_magi,raven,10,190,72628,5369856
dpopt,gift_of_the_magi,raven,10,190,62072,5369856
memo,gift_of_the_magi,raven,10,200,779428,5632000
dp,gift_of_the_magi,raven,10,200,81288,5373952
dpopt,gift_of_the_magi,raven,10,200,64131,5373952
memo,gift_of_the_magi,raven,10,210,827524,5632000
dp,gift_of_the_magi,raven,10,210,76364,5373952
dpopt,gift_of_the_magi,raven,10,210,65668,5373952
memo,gift_of_the_magi,raven,10,220,795580,5763072
dp,gift_of_the_magi,raven,10,220,84968,5373952
dpopt,gift_of_the_magi,raven,10,220,65645,5373952
memo,gift_of_the_magi,raven,10,230,793012,5767168
dp,gift_of_the_magi,raven,10,230,86794,5378048
dpopt,gift_of_the_magi,raven,10,230,65731,5378048
memo,gift_of_the_magi,raven,10,240,845905,5767168
dp,gift_of_the_magi,raven,10,240,81623,5378048
dpopt,gift_of_the_magi,raven,10,240,67150,5378048
memo,gift_of_the_magi,raven,10,250,884915,5767168
dp,gift_of_the_magi,raven,10,250,90260,5378048
dpopt,gift_of_the_magi,raven,10,250,77657,5378048
memo,gift_of_the_magi,raven,10,260,1005792,5767168
dp,gift_of_the_magi,raven,10,260,85429,5378048
dpopt,gift_of_the_magi,raven,10,260,71916,5378048
memo,gift_of_the_magi,raven,10,270,1040127,5767168
dp,gift_of_the_magi,raven,10,270,96469,5378048
dpopt,gift_of_the_magi,raven,10,270,73535,5378048
memo,gift_of_the_magi,raven,10,280,1108011,5767168
dp,gift_of_the_magi,raven,10,280,91599,5378048
dpopt,gift_of_the_magi,raven,10,280,77069,5378048
memo,gift_of_the_magi,raven,10,290,1123051,5767168
dp,gift_of_the_magi,raven,10,290,93591,5378048
dpopt,gift_of_the_magi,raven,10,290,78906,5378048
memo,gift_of_the_magi,raven,10,300,1194296,5767168
dp,gift_of_the_magi,raven,10,300,98112,5378048
dpopt,gift_of_the_magi,raven,10,300,82625,5378048
memo,gift_of_the_magi,raven,20,10,145758,5443584
dp,gift_of_the_magi,raven,20,10,41706,5382144
dpopt,gift_of_the_magi,raven,20,10,36144,5382144
memo,gift_of_the_magi,raven,20,20,249862,5443584
dp,gift_of_the_magi,raven,20,20,37597,5382144
dpopt,gift_of_the_magi,raven,20,20,42402,5382144
memo,gift_of_the_magi,raven,20,30,329202,5443584
dp,gift_of_the_magi,raven,20,30,51695,5382144
dpopt,gift_of_the_magi,raven,20,30,51629,5382144
memo,gift_of_the_magi,raven,20,40,393561,5443584
dp,gift_of_the_magi,raven,20,40,53076,5382144
dpopt,gift_of_the_magi,raven,20,40,52914,5382144
memo,gift_of_the_magi,raven,20,50,438434,5443584
dp,gift_of_the_magi,raven,20,50,57205,5382144
dpopt,gift_of_the_magi,raven,20,50,55927,5382144
memo,gift_of_the_magi,raven,20,60,532280,5443584
dp,gift_of_the_magi,raven,20,60,64074,5382144
dpopt,gift_of_the_magi,raven,20,60,51040,5382144
memo,gift_of_the_magi,raven,20,70,622334,5443584
dp,gift_of_the_magi,raven,20,70,74962,5382144
dpopt,gift_of_the_magi,raven,20,70,64338,5382144
memo,gift_of_the_magi,raven,20,80,697288,5574656
dp,gift_of_the_magi,raven,20,80,70401,5382144
dpopt,gift_of_the_magi,raven,20,80,70162,5382144
memo,gift_of_the_magi,raven,20,90,738013,5640192
dp,gift_of_the_magi,raven,20,90,77218,5382144
dpopt,gift_of_the_magi,raven,20,90,95325,5382144
memo,gift_of_the_magi,raven,20,100,810857,5640192
dp,gift_of_the_magi,raven,20,100,79625,5382144
dpopt,gift_of_the_magi,raven,20,100,71427,5382144
memo,gift_of_the_magi,raven,20,110,840544,5644288
dp,gift_of_the_magi,raven,20,110,92968,5386240
dpopt,gift_of_the_magi,raven,20,110,74277,5386240
memo,gift_of_the_magi,raven,20,120,918452,5644288
dp,gift_of_the_magi,raven,20,120,96888,5386240
dpopt,gift_of_the_magi,raven,20,120,77389,5386240
memo,gift_of_the_magi,raven,20,130,991497,5644288
dp,gift_of_the_magi,raven,20,130,91900,5386240
dpopt,gift_of_the_magi,raven,20,130,81126,5386240
memo,gift_of_the_magi,raven,20,140,1073567,5644288
dp,gift_of_the_magi,raven,20,140,103212,5386240
dpopt,gift_of_the_magi,raven,20,140,84357,5386240
memo,gift_of_the_magi,raven,20,150,1164696,5644288
dp,gift_of_the_magi,raven,20,150,108947,5386240
dpopt,gift_of_the_magi,raven,20,150,89997,5386240
memo,gift_of_the_magi,raven,20,160,1225811,5775360
dp,gift_of_the_magi,raven,20,160,106004,5386240
dpopt,gift_of_the_magi,raven,20,160,90945,5386240
memo,gift_of_the_magi,raven,20,170,1260066,5775360
dp,gift_of_the_magi,raven,20,170,110204,5386240
dpopt,gift_of_the_magi,raven,20,170,103038,5386240
memo,gift_of_the_magi,raven,20,180,1347422,5775360
dp,gift_of_the_magi,raven,20,180,121183,5386240
dpopt,gift_of_the_magi,raven,20,180,99672,5386240
memo,gift_of_the_magi,raven,20,190,1220233,5775360
dp,gift_of_the_magi,raven,20,190,119960,5386240
dpopt,gift_of_the_magi,raven,20,190,102362,5386240
memo,gift_of_the_magi,raven,20,200,1307504,5775360
dp,gift_of_the_magi,raven,20,200,124814,5386240
dpopt,gift_of_the_magi,raven,20,200,113606,5386240
memo,gift_of_the_magi,raven,20,210,1398138,5775360
dp,gift_of_the_magi,raven,20,210,130967,5386240
dpopt,gift_of_the_magi,raven,20,210,109996,5386240
memo,gift_of_the_magi,raven,20,220,1558370,5779456
dp,gift_of_the_magi,raven,20,220,145707,5390336
dpopt,gift_of_the_magi,raven,20,220,156307,5390336
memo,gift_of_the_magi,raven,20,230,1502759,5779456
dp,gift_of_the_magi,raven,20,230,144566,5390336
dpopt,gift_of_the_magi,raven,20,230,132156,5390336
memo,gift_of_the_magi,raven,20,240,1559216,5910528
dp,gift_of_the_magi,raven,20,240,147499,5390336
dpopt,gift_of_the_magi,raven,20,240,132746,5390336
memo,gift_of_the_magi,raven,20,250,1652465,5910528
dp,gift_of_the_magi,raven,20,250,151871,5390336
dpopt,gift_of_the_magi,raven,20,250,121784,5390336
memo,gift_of_the_magi,raven,20,260,1854103,5910528
dp,gift_of_the_magi,raven,20,260,152467,5390336
dpopt,gift_of_the_magi,raven,20,260,126492,5390336
memo,gift_of_the_magi,raven,20,270,1798390,5910528
dp,gift_of_the_magi,raven,20,270,154875,5390336
dpopt,gift_of_the_magi,raven,20,270,130237,5390336
memo,gift_of_the_magi,raven,20,280,1899279,5910528
dp,gift_of_the_magi,raven,20,280,162399,5390336
dpopt,gift_of_the_magi,raven,20,280,133105,5390336
memo,gift_of_the_magi,raven,20,290,1952923,5910528
dp,gift_of_the_magi,raven,20,290,166596,5390336
dpopt,gift_of_the_magi,raven,20,290,144288,5390336
memo,gift_of_the_magi,raven,20,300,2016600,6041600
dp,gift_of_the_magi,raven,20,300,171830,5390336
dpopt,gift_of_the_magi,raven,20,300,141674,5390336
memo,gift_of_the_magi,raven,30,10,191255,5451776
dp,gift_of_the_magi,raven,30,10,41078,5390336
dpopt,gift_of_the_magi,raven,30,10,45330,5390336
memo,gift_of_the_magi,raven,30,20,307489,5451776
dp,gift_of_the_magi,raven,30,20,57804,5390336
dpopt,gift_of_the_magi,raven,30,20,54612,5390336
memo,gift_of_the_magi,raven,30,30,422648,5455872
dp,gift_of_the_magi,raven,30,30,68436,5394432
dpopt,gift_of_the_magi,raven,30,30,57298,5394432
memo,gift_of_the_magi,raven,30,40,562542,5455872
dp,gift_of_the_magi,raven,30,40,65898,5394432
dpopt,gift_of_the_magi,raven,30,40,66851,5394432
memo,gift_of_the_magi,raven,30,50,643180,5455872
dp,gift_of_the_magi,raven,30,50,78077,5394432
dpopt,gift_of_the_magi,raven,30,50,72687,5394432
memo,gift_of_the_magi,raven,30,60,753578,5656576
dp,gift_of_the_magi,raven,30,60,74072,5398528
dpopt,gift_of_the_magi,raven,30,60,73526,5398528
memo,gift_of_the_magi,raven,30,70,1020267,5656576
dp,gift_of_the_magi,raven,30,70,89014,5398528
dpopt,gift_of_the_magi,raven,30,70,96552,5398528
memo,gift_of_the_magi,raven,30,80,1097804,5656576
dp,gift_of_the_magi,raven,30,80,95771,5398528
dpopt,gift_of_the_magi,raven,30,80,83061,5398528
memo,gift_of_the_magi,raven,30,90,1094327,5656576
dp,gift_of_the_magi,raven,30,90,99284,5398528
dpopt,gift_of_the_magi,raven,30,90,92735,5398528
memo,gift_of_the_magi,raven,30,100,1217207,5656576
dp,gift_of_the_magi,raven,30,100,109274,5398528
dpopt,gift_of_the_magi,raven,30,100,90697,5398528
memo,gift_of_the_magi,raven,30,110,1346776,5656576
dp,gift_of_the_magi,raven,30,110,105667,5398528
dpopt,gift_of_the_magi,raven,30,110,95439,5398528
memo,gift_of_the_magi,raven,30,120,1427203,5787648
dp,gift_of_the_magi,raven,30,120,113519,5398528
dpopt,gift_of_the_magi,raven,30,120,100901,5398528
memo,gift_of_the_magi,raven,30,130,1665140,5791744
dp,gift_of_the_magi,raven,30,130,119833,5402624
dpopt,gift_of_the_magi,raven,30,130,112643,5402624
memo,gift_of_the_magi,raven,30,140,1820150,5791744
dp,gift_of_the_magi,raven,30,140,126166,5402624
dpopt,gift_of_the_magi,raven,30,140,109798,5402624
memo,gift_of_the_magi,raven,30,150,1902841,5791744
dp,gift_of_the_magi,raven,30,150,141032,5402624
dpopt,gift_of_the_magi,raven,30,150,115170,5402624
memo,gift_of_the_magi,raven,30,160,2001817,5791744
dp,gift_of_the_magi,raven,30,160,142114,5402624
dpopt,gift_of_the_magi,raven,30,160,121737,5402624
memo,gift_of_the_magi,raven,30,170,2096153,5922816
dp,gift_of_the_magi,raven,30,170,148561,5402624
dpopt,gift_of_the_magi,raven,30,170,124405,5402624
memo,gift_of_the_magi,raven,30,180,2222620,5922816
dp,gift_of_the_magi,raven,30,180,153970,5402624
dpopt,gift_of_the_magi,raven,30,180,135933,5402624
memo,gift_of_the_magi,raven,30,190,2389230,5922816
dp,gift_of_the_magi,raven,30,190,167887,5402624
dpopt,gift_of_the_magi,raven,30,190,133976,5402624
memo,gift_of_the_magi,raven,30,200,2487132,5922816
dp,gift_of_the_magi,raven,30,200,166602,5402624
dpopt,gift_of_the_magi,raven,30,200,149433,5402624
memo,gift_of_the_magi,raven,30,210,2585295,6053888
dp,gift_of_the_magi,raven,30,210,181346,5402624
dpopt,gift_of_the_magi,raven,30,210,146840,5402624
memo,gift_of_the_magi,raven,30,220,2670376,6053888
dp,gift_of_the_magi,raven,30,220,193534,5402624
dpopt,gift_of_the_magi,raven,30,220,158382,5402624
memo,gift_of_the_magi,raven,30,230,2816471,6053888
dp,gift_of_the_magi,raven,30,230,194324,5402624
dpopt,gift_of_the_magi,raven,30,230,156326,5402624
memo,gift_of_the_magi,raven,30,240,2965232,6057984
dp,gift_of_the_magi,raven,30,240,201790,5406720
dpopt,gift_of_the_magi,raven,30,240,167598,5406720
memo,gift_of_the_magi,raven,30,250,3060841,6189056
dp,gift_of_the_magi,raven,30,250,205253,5406720
dpopt,gift_of_the_magi,raven,30,250,164839,5406720
memo,gift_of_the_magi,raven,30,260,3405705,6189056
dp,gift_of_the_magi,raven,30,260,208652,5406720
dpopt,gift_of_the_magi,raven,30,260,171648,5406720
memo,gift_of_the_magi,raven,30,270,3500947,6189056
dp,gift_of_the_magi,raven,30,270,215424,5406720
dpopt,gift_of_the_magi,raven,30,270,185940,5406720
memo,gift_of_the_magi,raven,30,280,3684575,6189056
dp,gift_of_the_magi,raven,30,280,234585,5406720
dpopt,gift_of_the_magi,raven,30,280,189513,5406720
memo,gift_of_the_magi,raven,30,290,3789851,6320128
dp,gift_of_the_magi,raven,30,290,235705,5406720
dpopt,gift_of_the_magi,raven,30,290,186612,5406720
memo,gift_of_the_magi,raven,30,300,3676523,6189056
dp,gift_of_the_magi,raven,30,300,237766,5406720
dpopt,gift_of_the_magi,raven,30,300,193663,5406720
memo,gift_of_the_magi,raven,40,10,258099,5468160
dp,gift_of_the_magi,raven,40,10,42663,5406720
dpopt,gift_of_the_magi,raven,40,10,47055,5406720
memo,gift_of_the_magi,raven,40,20,411369,5468160
dp,gift_of_the_magi,raven,40,20,56040,5406720
dpopt,gift_of_the_magi,raven,40,20,62910,5406720
memo,gift_of_the_magi,raven,40,30,549550,5468160
dp,gift_of_the_magi,raven,40,30,65144,5406720
dpopt,gift_of_the_magi,raven,40,30,66622,5406720
memo,gift_of_the_magi,raven,40,40,750955,5533696
dp,gift_of_the_magi,raven,40,40,72782,5406720
dpopt,gift_of_the_magi,raven,40,40,73910,5406720
memo,gift_of_the_magi,raven,40,50,899708,5668864
dp,gift_of_the_magi,raven,40,50,86013,5410816
dpopt,gift_of_the_magi,raven,40,50,81667,5410816
memo,gift_of_the_magi,raven,40,60,1050088,5668864
dp,gift_of_the_magi,raven,40,60,98744,5410816
dpopt,gift_of_the_magi,raven,40,60,81961,5410816
memo,gift_of_the_magi,raven,40,70,1248049,5799936
dp,gift_of_the_magi,raven,40,70,109305,5410816
dpopt,gift_of_the_magi,raven,40,70,139426,5410816
memo,gift_of_the_magi,raven,40,80,1571209,5668864
dp,gift_of_the_magi,raven,40,80,113429,5410816
dpopt,gift_of_the_magi,raven,40,80,102232,5410816
memo,gift_of_the_magi,raven,40,90,1553992,5799936
dp,gift_of_the_magi,raven,40,90,117224,5410816
dpopt,gift_of_the_magi,raven,40,90,114917,5410816
memo,gift_of_the_magi,raven,40,100,1735391,5799936
dp,gift_of_the_magi,raven,40,100,134292,5410816
dpopt,gift_of_the_magi,raven,40,100,113781,5410816
memo,gift_of_the_magi,raven,40,110,1885988,5799936
dp,gift_of_the_magi,raven,40,110,134047,5410816
dpopt,gift_of_the_magi,raven,40,110,121007,5410816
memo,gift_of_the_magi,raven,40,120,2161992,5931008
dp,gift_of_the_magi,raven,40,120,143724,5410816
dpopt,gift_of_the_magi,raven,40,120,127764,5410816
memo,gift_of_the_magi,raven,40,130,2418871,5931008
dp,gift_of_the_magi,raven,40,130,153951,5410816
dpopt,gift_of_the_magi,raven,40,130,133542,5410816
memo,gift_of_the_magi,raven,40,140,2624757,5931008
dp,gift_of_the_magi,raven,40,140,162335,5410816
dpopt,gift_of_the_magi,raven,40,140,156777,5410816
memo,gift_of_the_magi,raven,40,150,2788806,5935104
dp,gift_of_the_magi,raven,40,150,182409,5414912
dpopt,gift_of_the_magi,raven,40,150,146934,5414912
memo,gift_of_the_magi,raven,40,160,2930824,6066176
dp,gift_of_the_magi,raven,40,160,187241,5414912
dpopt,gift_of_the_magi,raven,40,160,155871,5414912
memo,gift_of_the_magi,raven,40,170,3014665,6066176
dp,gift_of_the_magi,raven,40,170,194774,5414912
dpopt,gift_of_the_magi,raven,40,170,161705,5414912
memo,gift_of_the_magi,raven,40,180,3238464,6070272
dp,gift_of_the_magi,raven,40,180,209525,5419008
dpopt,gift_of_the_magi,raven,40,180,163841,5419008
memo,gift_of_the_magi,raven,40,190,3481733,6201344
dp,gift_of_the_magi,raven,40,190,211208,5419008
dpopt,gift_of_the_magi,raven,40,190,185206,5419008
memo,gift_of_the_magi,raven,40,200,3632574,6201344
dp,gift_of_the_magi,raven,40,200,225870,5419008
dpopt,gift_of_the_magi,raven,40,200,177242,5419008
memo,gift_of_the_magi,raven,40,210,3731188,6201344
dp,gift_of_the_magi,raven,40,210,229045,5419008
dpopt,gift_of_the_magi,raven,40,210,182900,5419008
memo,gift_of_the_magi,raven,40,220,3866716,6201344
dp,gift_of_the_magi,raven,40,220,237121,5419008
dpopt,gift_of_the_magi,raven,40,220,190145,5419008
memo,gift_of_the_magi,raven,40,230,4036793,6332416
dp,gift_of_the_magi,raven,40,230,247895,5419008
dpopt,gift_of_the_magi,raven,40,230,197076,5419008
memo,gift_of_the_magi,raven,40,240,4336124,6332416
dp,gift_of_the_magi,raven,40,240,258037,5419008
dpopt,gift_of_the_magi,raven,40,240,202892,5419008
memo,gift_of_the_magi,raven,40,250,4437971,6332416
dp,gift_of_the_magi,raven,40,250,256116,5419008
dpopt,gift_of_the_magi,raven,40,250,209155,5419008
memo,gift_of_the_magi,raven,40,260,4893728,6467584
dp,gift_of_the_magi,raven,40,260,267732,5423104
dpopt,gift_of_the_magi,raven,40,260,227659,5423104
memo,gift_of_the_magi,raven,40,270,4987311,6467584
dp,gift_of_the_magi,raven,40,270,276183,5423104
dpopt,gift_of_the_magi,raven,40,270,227571,5423104
memo,gift_of_the_magi,raven,40,280,5351493,6467584
dp,gift_of_the_magi,raven,40,280,299870,5423104
dpopt,gift_of_the_magi,raven,40,280,233097,5423104
memo,gift_of_the_magi,raven,40,290,5466511,6598656
dp,gift_of_the_magi,raven,40,290,292094,5423104
dpopt,gift_of_the_magi,raven,40,290,238861,5423104
memo,gift_of_the_magi,raven,40,300,5528690,6598656
dp,gift_of_the_magi,raven,40,300,304271,5423104
dpopt,gift_of_the_magi,raven,40,300,254170,5423104
memo,gift_of_the_magi,raven,50,10,287756,5484544
dp,gift_of_the_magi,raven,50,10,46409,5423104
dpopt,gift_of_the_magi,raven,50,10,53852,5423104
memo,gift_of_the_magi,raven,50,20,496622,5484544
dp,gift_of_the_magi,raven,50,20,62478,5423104
dpopt,gift_of_the_magi,raven,50,20,77737,5423104
memo,gift_of_the_magi,raven,50,30,692658,5550080
dp,gift_of_the_magi,raven,50,30,72538,5423104
dpopt,gift_of_the_magi,raven,50,30,84303,5423104
memo,gift_of_the_magi,raven,50,40,920584,5681152
dp,gift_of_the_magi,raven,50,40,90774,5423104
dpopt,gift_of_the_magi,raven,50,40,93396,5423104
memo,gift_of_the_magi,raven,50,50,1122544,5681152
dp,gift_of_the_magi,raven,50,50,98834,5423104
dpopt,gift_of_the_magi,raven,50,50,96139,5423104
memo,gift_of_the_magi,raven,50,60,1276646,5681152
dp,gift_of_the_magi,raven,50,60,106099,5423104
dpopt,gift_of_the_magi,raven,50,60,103657,5423104
memo,gift_of_the_magi,raven,50,70,1733372,5816320
dp,gift_of_the_magi,raven,50,70,125938,5427200
dpopt,gift_of_the_magi,raven,50,70,122851,5427200
memo,gift_of_the_magi,raven,50,80,1846079,5816320
dp,gift_of_the_magi,raven,50,80,129921,5427200
dpopt,gift_of_the_magi,raven,50,80,120128,5427200
memo,gift_of_the_magi,raven,50,90,1980460,5816320
dp,gift_of_the_magi,raven,50,90,138714,5427200
dpopt,gift_of_the_magi,raven,50,90,126035,5427200
memo,gift_of_the_magi,raven,50,100,2157952,5947392
dp,gift_of_the_magi,raven,50,100,150773,5427200
dpopt,gift_of_the_magi,raven,50,100,133797,5427200
memo,gift_of_the_magi,raven,50,110,2333794,5947392
dp,gift_of_the_magi,raven,50,110,174223,5427200
dpopt,gift_of_the_magi,raven,50,110,142374,5427200
memo,gift_of_the_magi,raven,50,120,2605149,5947392
dp,gift_of_the_magi,raven,50,120,171859,5427200
dpopt,gift_of_the_magi,raven,50,120,150113,5427200
memo,gift_of_the_magi,raven,50,130,3016682,6078464
dp,gift_of_the_magi,raven,50,130,182605,5427200
dpopt,gift_of_the_magi,raven,50,130,168599,5427200
memo,gift_of_the_magi,raven,50,140,3268278,6078464
dp,gift_of_the_magi,raven,50,140,194257,5427200
dpopt,gift_of_the_magi,raven,50,140,168573,5427200
memo,gift_of_the_magi,raven,50,150,3464843,6078464
dp,gift_of_the_magi,raven,50,150,217399,5427200
dpopt,gift_of_the_magi,raven,50,150,184539,5427200
memo,gift_of_the_magi,raven,50,160,3605262,6209536
dp,gift_of_the_magi,raven,50,160,225486,5427200
dpopt,gift_of_the_magi,raven,50,160,187362,5427200
memo,gift_of_the_magi,raven,50,170,3666793,6213632
dp,gift_of_the_magi,raven,50,170,234577,5431296
dpopt,gift_of_the_magi,raven,50,170,214046,5431296
memo,gift_of_the_magi,raven,50,180,3800259,6213632
dp,gift_of_the_magi,raven,50,180,255386,5431296
dpopt,gift_of_the_magi,raven,50,180,201309,5431296
memo,gift_of_the_magi,raven,50,190,4173880,6344704
dp,gift_of_the_magi,raven,50,190,249896,5431296
dpopt,gift_of_the_magi,raven,50,190,238846,5431296
memo,gift_of_the_magi,raven,50,200,4347338,6344704
dp,gift_of_the_magi,raven,50,200,269977,5431296
dpopt,gift_of_the_magi,raven,50,200,217409,5431296
memo,gift_of_the_magi,raven,50,210,4494784,6344704
dp,gift_of_the_magi,raven,50,210,280136,5431296
dpopt,gift_of_the_magi,raven,50,210,247593,5431296
memo,gift_of_the_magi,raven,50,220,4663967,6344704
dp,gift_of_the_magi,raven,50,220,298203,5431296
dpopt,gift_of_the_magi,raven,50,220,238788,5431296
memo,gift_of_the_magi,raven,50,230,4900644,6475776
dp,gift_of_the_magi,raven,50,230,296925,5431296
dpopt,gift_of_the_magi,raven,50,230,248740,5431296
memo,gift_of_the_magi,raven,50,240,5222116,6475776
dp,gift_of_the_magi,raven,50,240,305447,5431296
dpopt,gift_of_the_magi,raven,50,240,250118,5431296
memo,gift_of_the_magi,raven,50,250,5385515,6606848
dp,gift_of_the_magi,raven,50,250,325449,5431296
dpopt,gift_of_the_magi,raven,50,250,280941,5431296
memo,gift_of_the_magi,raven,50,260,5943017,6606848
dp,gift_of_the_magi,raven,50,260,336134,5431296
dpopt,gift_of_the_magi,raven,50,260,268271,5431296
memo,gift_of_the_magi,raven,50,270,6083250,6606848
dp,gift_of_the_magi,raven,50,270,339120,5431296
